ALGERIA                  |ALGERIA                  |745487.4681
INDONESIA                |KENYA                    |852252.1683
INDONESIA                |MOROCCO                  |1096983.7040
INDONESIA                |MOZAMBIQUE               |762230.5112
INDONESIA                |PERU                     |810967.2683
INDONESIA                |ROMANIA                  |870492.0875
INDONESIA                |RUSSIA                   |698220.4621
INDONESIA                |SAUDI ARABIA             |1056618.2618
INDONESIA                |UNITED KINGDOM           |1394919.6256
INDONESIA                |UNITED STATES            |309113.7486
INDONESIA                |VIETNAM                  |756643.8154
IRAN                     |ALGERIA                  |516749.7994
IRAN                     |ARGENTINA                |424807.8031
IRAN                     |BRAZIL                   |753341.6497
IRAN                     |CANADA                   |448657.0154
IRAN                     |CHINA                    |519873.5750
IRAN                     |EGYPT                    |809322.0688
IRAN                     |ETHIOPIA                 |210164.2098
IRAN                     |FRANCE                   |325633.2937
IRAN                     |GERMANY                  |352091.1177
IRAN                     |INDIA                    |427100.4872
IRAN                     |INDONESIA                |389026.2920
IRAN                     |IRAN                     |527219.2963
IRAN                     |IRAQ                     |231162.3911
IRAN                     |JAPAN                    |291729.6540
IRAN                     |JORDAN                   |462132.3434
IRAN                     |KENYA                    |540516.5337
IRAN                     |MOROCCO                  |571608.2681
IRAN                     |MOZAMBIQUE               |664557.1232
IRAN                     |PERU                     |163714.4395
IRAN                     |ROMANIA                  |648552.2253
IRAN                     |RUSSIA                   |332525.8679
IRAN                     |SAUDI ARABIA             |530429.2825
IRAN                     |UNITED KINGDOM           |628358.7506
IRAN                     |UNITED STATES            |215863.4403
IRAN                     |VIETNAM                  |561746.0260
IRAQ                     |ALGERIA                  |242236.9833
IRAQ                     |ARGENTINA                |231522.2502
IRAQ                     |BRAZIL                   |112639.7400
IRAQ                     |CANADA                   |260950.9453
IRAQ                     |CHINA                    |121744.0808
IRAQ                     |EGYPT                    |132025.5917
IRAQ                     |ETHIOPIA                 |161766.1904
IRAQ                     |FRANCE                   |120037.9996
IRAQ                     |GERMANY                  |197984.9083
IRAQ                     |INDIA                    |255715.4929
IRAQ                     |INDONESIA                |245702.1105
IRAQ                     |IRAN                     |183879.6147
IRAQ                     |IRAQ                     |71393.7408
IRAQ                     |JAPAN                    |243979.1203
IRAQ                     |JORDAN                   |498223.7042
IRAQ                     |KENYA                    |200792.1640
IRAQ                     |MOROCCO                  |333541.5008
IRAQ                     |MOZAMBIQUE               |122849.1530
IRAQ                     |PERU                     |185965.2025
IRAQ                     |ROMANIA                  |207059.2365
IRAQ                     |RUSSIA                   |123570.0380
IRAQ                     |SAUDI ARABIA             |184579.8364
IRAQ                     |UNITED KINGDOM           |430194.7684
IRAQ                     |UNITED STATES            |67402.8908
IRAQ                     |VIETNAM                  |156865.7265
JAPAN                    |ALGERIA                  |638452.4219
JAPAN                    |ARGENTINA                |481138.7797
JAPAN                    |BRAZIL                   |571081.1967
JAPAN                    |CANADA                   |603358.1460
JAPAN                    |CHINA                    |403526.8793
JAPAN                    |EGYPT                    |737506.5458
JAPAN                    |ETHIOPIA                 |627925.7465
JAPAN                    |FRANCE                   |204414.2221
JAPAN                    |GERMANY                  |312632.9018
JAPAN                    |INDIA                    |822020.7549
JAPAN                    |INDONESIA                |394240.5612
JAPAN                    |IRAN                     |776782.1310
JAPAN                    |IRAQ                     |305591.1661
JAPAN                    |JAPAN                    |368193.9798
JAPAN                    |JORDAN                   |793036.6201
JAPAN                    |KENYA                    |370038.2590
JAPAN                    |MOROCCO                  |364595.4980
JAPAN                    |MOZAMBIQUE               |243866.2699
JAPAN                    |PERU                     |443571.1304
JAPAN                    |ROMANIA                  |483980.1310
JAPAN                    |RUSSIA                   |596006.0601
JAPAN                    |SAUDI ARABIA             |270523.9341
JAPAN                    |UNITED KINGDOM           |181782.8272
JAPAN                    |UNITED STATES            |373364.2936
JAPAN                    |VIETNAM                  |322619.9910
JORDAN                   |ALGERIA                  |164476.7548
JORDAN                   |ARGENTINA                |164868.7351
JORDAN                   |BRAZIL                   |314600.4693
JORDAN                   |CANADA                   |249438.7490
JORDAN                   |CHINA                    |199580.3952
JORDAN                   |EGYPT                    |72424.9268
JORDAN                   |ETHIOPIA                 |152420.5321
JORDAN                   |FRANCE                   |53719.7564
JORDAN                   |GERMANY                  |209883.5159
JORDAN                   |INDIA                    |212985.9125
JORDAN                   |INDONESIA                |44177.4768
JORDAN                   |IRAN                     |182492.3654
JORDAN                   |IRAQ                     |348037.5272
JORDAN                   |JAPAN                    |133851.5870
JORDAN                   |JORDAN                   |178304.9103
JORDAN                   |KENYA                    |255689.3990
JORDAN                   |MOROCCO                  |258132.7508
JORDAN                   |MOZAMBIQUE               |204227.0964
JORDAN                   |PERU                     |245783.3705
JORDAN                   |ROMANIA                  |245617.5012
JORDAN                   |RUSSIA                   |75898.7816
JORDAN                   |SAUDI ARABIA             |220717.9669
JORDAN                   |UNITED KINGDOM           |326280.7221
JORDAN                   |UNITED STATES            |78850.8668
JORDAN                   |VIETNAM                  |205997.5016
KENYA                    |ALGERIA                  |1577493.7072
KENYA                    |ARGENTINA                |933820.6610
KENYA                    |BRAZIL                   |1055114.2510
KENYA                    |CANADA                   |1040799.6941
KENYA                    |CHINA                    |877779.1644
KENYA                    |EGYPT                    |1045358.2922
KENYA                    |ETHIOPIA                 |1335430.7983
KENYA                    |FRANCE                   |534954.2880
KENYA                    |GERMANY                  |1163929.9200
KENYA                    |INDIA                    |822424.3845
KENYA                    |INDONESIA                |1150410.2779
KENYA                    |IRAN                     |1172423.0079
KENYA                    |IRAQ                     |717603.5375
KENYA                    |JAPAN                    |1023784.1247
KENYA                    |JORDAN                   |983011.0820
KENYA                    |KENYA                    |910208.5289
KENYA                    |MOROCCO                  |708482.7544
KENYA                    |MOZAMBIQUE               |718817.4340
KENYA                    |PERU                     |671311.0701
KENYA                    |ROMANIA                  |1181104.3469
KENYA                    |RUSSIA                   |1064480.0835
KENYA                    |SAUDI ARABIA             |1073242.1523
KENYA                    |UNITED KINGDOM           |1333214.5032
KENYA                    |UNITED STATES            |709677.9609
KENYA                    |VIETNAM                  |1197767.2105
MOROCCO                  |ALGERIA                  |513583.4604
MOROCCO                  |ARGENTINA                |532067.4161
MOROCCO                  |BRAZIL                   |865807.5733
MOROCCO                  |CANADA                   |207367.1072
MOROCCO                  |CHINA                    |411963.4330
MOROCCO                  |EGYPT                    |511648.5549
MOROCCO                  |ETHIOPIA                 |372199.6635
MOROCCO                  |FRANCE                   |313543.5935
MOROCCO                  |GERMANY                  |465615.7040
MOROCCO                  |INDIA                    |533116.7583
MOROCCO                  |INDONESIA                |404261.7558
MOROCCO                  |IRAN                     |275458.3970
MOROCCO                  |IRAQ                     |108948.4614
MOROCCO                  |JAPAN                    |279618.0985
MOROCCO                  |JORDAN                   |588544.0891
MOROCCO                  |KENYA                    |582297.0310
MOROCCO                  |MOROCCO                  |422662.7249
MOROCCO                  |MOZAMBIQUE               |541063.4691
MOROCCO                  |PERU                     |342513.8328
MOROCCO                  |ROMANIA                  |659430.8187
MOROCCO                  |RUSSIA                   |529872.6585
MOROCCO                  |SAUDI ARABIA             |190799.5441
MOROCCO                  |UNITED KINGDOM           |355050.1847
MOROCCO                  |UNITED STATES            |19531.1032
MOROCCO                  |VIETNAM                  |322566.6498
MOZAMBIQUE               |ALGERIA                  |2005843.3463
MOZAMBIQUE               |ARGENTINA                |1002730.3113
MOZAMBIQUE               |BRAZIL                   |1481781.9530
MOZAMBIQUE               |CANADA                   |1079128.8312
MOZAMBIQUE               |CHINA                    |1157082.4188
MOZAMBIQUE               |EGYPT                    |1738823.3400
MOZAMBIQUE               |ETHIOPIA                 |1643387.2561
MOZAMBIQUE               |FRANCE                   |614299.5315
MOZAMBIQUE               |GERMANY                  |1277981.1787
MOZAMBIQUE               |INDIA                    |1634718.2374
MOZAMBIQUE               |INDONESIA                |1377713.8566
MOZAMBIQUE               |IRAN                     |1652993.5596
MOZAMBIQUE               |IRAQ                     |835163.6382
MOZAMBIQUE               |JAPAN                    |1194448.2772
MOZAMBIQUE               |JORDAN                   |1468236.1750
MOZAMBIQUE               |KENYA                    |968351.9390
MOZAMBIQUE               |MOROCCO                  |1273234.3039
MOZAMBIQUE               |MOZAMBIQUE               |1401783.8586
MOZAMBIQUE               |PERU                     |839053.9600
MOZAMBIQUE               |ROMANIA                  |1587807.9455
MOZAMBIQUE               |RUSSIA                   |1110476.8537
MOZAMBIQUE               |SAUDI ARABIA             |1208642.6882
MOZAMBIQUE               |UNITED KINGDOM           |1616395.5927
MOZAMBIQUE               |UNITED STATES            |820137.5876
MOZAMBIQUE               |VIETNAM                  |1387115.9801
PERU                     |ALGERIA                  |1319098.4030
PERU                     |ARGENTINA                |810968.3065
PERU                     |BRAZIL                   |1099129.0282
PERU                     |CANADA                   |693897.2480
PERU                     |CHINA                    |727649.3804
PERU                     |EGYPT                    |1067461.3647
PERU                     |ETHIOPIA                 |1078222.0360
PERU                     |FRANCE                   |486083.9215
PERU                     |GERMANY                  |807045.9353
PERU                     |INDIA                    |792916.2039
PERU                     |INDONESIA                |1142546.1389
PERU                     |IRAN                     |966993.0003
PERU                     |IRAQ                     |585720.3362
PERU                     |JAPAN                    |971118.2288
PERU                     |JORDAN                   |1015101.4988
PERU                     |KENYA                    |814928.0437
PERU                     |MOROCCO                  |979839.9856
PERU                     |MOZAMBIQUE               |784990.8767
PERU                     |PERU                     |553665.3041
PERU                     |ROMANIA                  |1160005.3288
PERU                     |RUSSIA                   |803341.9709
PERU                     |SAUDI ARABIA             |893185.0836
PERU                     |UNITED KINGDOM           |1089608.0034
PERU                     |UNITED STATES            |912502.7529
PERU                     |VIETNAM                  |952606.5445
ROMANIA                  |ALGERIA                  |884793.4890
ROMANIA                  |ARGENTINA                |510951.4438
ROMANIA                  |BRAZIL                   |682193.4024
ROMANIA                  |CANADA                   |466120.4594
ROMANIA                  |CHINA                    |789945.2216
ROMANIA                  |EGYPT                    |721532.6900
ROMANIA                  |ETHIOPIA                 |392452.3266
ROMANIA                  |FRANCE                   |437710.0403
ROMANIA                  |GERMANY                  |439322.2825
ROMANIA                  |INDIA                    |469584.0454
ROMANIA                  |INDONESIA                |657577.4334
ROMANIA                  |IRAN                     |997289.1310
ROMANIA                  |IRAQ                     |328494.4461
ROMANIA                  |JAPAN                    |914949.9748
ROMANIA                  |JORDAN                   |467934.1445
ROMANIA                  |KENYA                    |391057.9619
ROMANIA                  |MOROCCO                  |752378.0754
ROMANIA                  |MOZAMBIQUE               |596109.4234
ROMANIA                  |PERU                     |443321.6866
ROMANIA                  |ROMANIA                  |908776.5755
ROMANIA                  |RUSSIA                   |428037.7620
ROMANIA                  |SAUDI ARABIA             |724974.7347
ROMANIA                  |UNITED KINGDOM           |477892.3823
ROMANIA                  |UNITED STATES            |407674.8263
ROMANIA                  |VIETNAM                  |461401.4424
RUSSIA                   |ALGERIA                  |1569165.8261
RUSSIA                   |ARGENTINA                |1401238.1220
RUSSIA                   |BRAZIL                   |1269343.2134
RUSSIA                   |CANADA                   |1017983.0790
RUSSIA                   |CHINA                    |1478294.0100
RUSSIA                   |EGYPT                    |1333427.4582
RUSSIA                   |ETHIOPIA                 |1049417.4370
RUSSIA                   |FRANCE                   |588116.6498
RUSSIA                   |GERMANY                  |819371.7337
RUSSIA                   |INDIA                    |1573453.3303
RUSSIA                   |INDONESIA                |1152285.2564
RUSSIA                   |IRAN                     |1807098.7563
RUSSIA                   |IRAQ                     |930782.9853
RUSSIA                   |JAPAN                    |1042017.0496
RUSSIA                   |JORDAN                   |880011.5017
RUSSIA                   |KENYA                    |683139.6604
RUSSIA                   |MOROCCO                  |1543868.5371
RUSSIA                   |MOZAMBIQUE               |1169743.2522
RUSSIA                   |PERU                     |671959.1195
RUSSIA                   |ROMANIA                  |729447.3961
RUSSIA                   |RUSSIA                   |1189319.7169
RUSSIA                   |SAUDI ARABIA             |719562.0657
RUSSIA                   |UNITED KINGDOM           |1237113.7992
RUSSIA                   |UNITED STATES            |594177.6084
RUSSIA                   |VIETNAM                  |704825.9301
SAUDI ARABIA             |ALGERIA                  |171737.7282
SAUDI ARABIA             |ARGENTINA                |378139.3826
SAUDI ARABIA             |BRAZIL                   |187515.4718
SAUDI ARABIA             |CANADA                   |486096.7253
SAUDI ARABIA             |CHINA                    |383963.5031
SAUDI ARABIA             |EGYPT                    |246196.6430
SAUDI ARABIA             |ETHIOPIA                 |292363.4948
SAUDI ARABIA             |FRANCE                   |100766.9769
SAUDI ARABIA             |GERMANY                  |138129.3553
SAUDI ARABIA             |INDIA                    |141328.8949
SAUDI ARABIA             |INDONESIA                |258310.5766
SAUDI ARABIA             |IRAN                     |241318.8616
SAUDI ARABIA             |IRAQ                     |197871.4125
SAUDI ARABIA             |JAPAN                    |140420.2552
SAUDI ARABIA             |JORDAN                   |480074.8177
SAUDI ARABIA             |KENYA                    |176769.9947
SAUDI ARABIA             |MOROCCO                  |287556.2050
SAUDI ARABIA             |MOZAMBIQUE               |178060.6593
SAUDI ARABIA             |PERU                     |115755.6052
SAUDI ARABIA             |ROMANIA                  |487706.2264
SAUDI ARABIA             |RUSSIA                   |220299.0120
SAUDI ARABIA             |SAUDI ARABIA             |211167.8601
SAUDI ARABIA             |UNITED KINGDOM           |104579.6196
SAUDI ARABIA             |UNITED STATES            |178399.8494
SAUDI ARABIA             |VIETNAM                  |369300.7788
UNITED KINGDOM           |ALGERIA                  |1012819.3037
UNITED KINGDOM           |ARGENTINA                |708414.8807
UNITED KINGDOM           |BRAZIL                   |1115712.7031
UNITED KINGDOM           |CANADA                   |712269.4677
UNITED KINGDOM           |CHINA                    |456530.6540
UNITED KINGDOM           |EGYPT                    |1059705.3161
UNITED KINGDOM           |ETHIOPIA                 |531737.7189
UNITED KINGDOM           |FRANCE                   |479180.1061
UNITED KINGDOM           |GERMANY                  |388432.8675
UNITED KINGDOM           |INDIA                    |887853.0018
UNITED KINGDOM           |INDONESIA                |552484.6036
UNITED KINGDOM           |IRAN                     |937153.7307
UNITED KINGDOM           |IRAQ                     |299125.8875
UNITED KINGDOM           |JAPAN                    |1123090.5508
UNITED KINGDOM           |JORDAN                   |1003817.1214
UNITED KINGDOM           |KENYA                    |444214.4796
UNITED KINGDOM           |MOROCCO                  |878125.2615
UNITED KINGDOM           |MOZAMBIQUE               |638207.6428
UNITED KINGDOM           |PERU                     |343625.3158
UNITED KINGDOM           |ROMANIA                  |1049142.9672
UNITED KINGDOM           |RUSSIA                   |453161.6858
UNITED KINGDOM           |SAUDI ARABIA             |764429.1833
UNITED KINGDOM           |UNITED KINGDOM           |544497.4639
UNITED KINGDOM           |UNITED STATES            |261466.0502
UNITED KINGDOM           |VIETNAM                  |684625.8102
UNITED STATES            |ALGERIA                  |1717450.5878
UNITED STATES            |ARGENTINA                |1231991.2870
UNITED STATES            |BRAZIL                   |1059331.7738
UNITED STATES            |CANADA                   |1661001.4363
UNITED STATES            |CHINA                    |986109.3448
UNITED STATES            |EGYPT                    |1107946.5301
UNITED STATES            |ETHIOPIA                 |1508446.8178
UNITED STATES            |FRANCE                   |853800.4433
UNITED STATES            |GERMANY                  |1267333.3845
UNITED STATES            |INDIA                    |1661624.4386
UNITED STATES            |INDONESIA                |1627108.2485
UNITED STATES            |IRAN                     |1789894.7438
UNITED STATES            |IRAQ                     |948801.9238
UNITED STATES            |JAPAN                    |1771964.3664
UNITED STATES            |JORDAN                   |1602316.5737
UNITED STATES            |KENYA                    |1431834.3605
UNITED STATES            |MOROCCO                  |1429827.6903
UNITED STATES            |MOZAMBIQUE               |1239227.6626
UNITED STATES            |PERU                     |805274.3162
UNITED STATES            |ROMANIA                  |1696967.4744
